Country Name,Country Code,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,Average
Singapore,SGP,,99.97874023,99.9890952,,,99.02495302,99.08380711,99.17368074,99.17411865,99.39173803,98.45369745,98.63729761,98.91353109,99.08538294,98.92796508,98.97307486,99.08530818,98.98800802,98.88756527,98.91780933,98.16821256,98.15511935,98.4042485,98.71373917,98.17112737,98.30136458,98.12869974,98.24675267,97.93284225,97.68803286,97.70145037,96.3290894,94.00615626,90.57887358,98.23262843
El Salvador,SLV,21.09116174,19.96983846,20.78797302,20.84652025,23.48100972,27.24822144,29.24177875,30.70321217,31.97712177,31.43620294,36.70770562,38.14089544,41.6350877,44.51157973,46.74147468,43.12577744,47.65365459,49.22261006,46.52849402,44.93850096,44.19638329,44.20870069,45.02381535,44.53408677,44.0880532,44.29105096,47.82811692,44.61572394,47.2286276,46.45622974,47.38176679,48.4643047,47.89684352,48.42958734,39.43035622
Sub-Saharan Africa (excluding high income),SSA,41.94229473,43.21243431,42.87379306,43.17578876,42.57860257,42.42152125,43.1005504,42.84432431,41.28117453,40.65650863,41.18037467,39.42396489,40.26172866,39.14675344,39.6513645,39.41852574,39.454579,38.5511896,38.89943231,38.23631544,38.89767095,38.01463962,39.0826787,39.93340248,39.64842661,38.96025228,39.63581505,40.96648795,39.85679104,39.59751226,39.1740675,38.70217196,38.27411642,39.78936584,40.26013587
Sub-Saharan Africa,SSF,41.94229473,43.21243431,42.87379306,43.17578876,42.57860257,42.42152125,43.1005504,42.84432431,41.28117453,40.65091812,41.18037467,39.42396489,40.26172866,39.14675344,39.6513645,39.41852574,39.454579,38.5511896,38.89943231,38.23631544,38.89767095,38.01463962,39.0826787,39.90807249,39.62651794,38.93769166,39.61722475,40.96648795,39.85679104,39.59751226,39.1740675,38.70217196,38.27411642,39.78936584,40.25737175
Small states,SST,84.0411063,84.68615163,86.87203071,87.64256184,83.91765355,84.19727774,,84.26165751,84.21699908,65.9240361,73.8848302,78.83146647,74.69747547,73.36615577,80.36995445,73.81289612,76.24824936,82.00001298,79.48220735,78.1141433,82.99840311,,78.91949142,74.35802887,74.07539838,,77.33190405,79.0558075,82.46059807,,75.74619174,,81.49641303,84.64713126,79.57435287
Slovak Republic,SVK,89.64703823,88.55195317,87.83674919,87.1613491,84.89539154,82.48738751,82.50397438,82.38912191,81.63220379,81.62379661,80.71671496,80.83385367,78.56660561,76.223125,78.58278383,78.20464219,78.18582716,78.48092331,75.94364348,72.5158525,73.07818429,72.44125421,72.18103991,72.21614512,72.1099316,70.89196269,70.92913787,70.3379735,70.02843872,70.23777339,68.51136317,66.83286849,66.42439974,63.94609543,76.6808678
Sweden,SWE,55.14980363,52.31005014,48.32813101,44.10861539,43.42663484,41.75551158,40.00648716,40.04288235,39.09301733,37.29495717,35.52821961,36.9083497,36.87733538,36.90247961,36.85322789,36.71648711,35.63736882,35.0473152,34.84981229,34.82918337,33.98788812,37.44624962,36.52181032,34.83201035,33.81150917,33.41258419,32.45247195,33.11264006,31.98399534,34.4232514,34.21418705,30.99915578,30.01601561,29.77474727,37.31336429
Syrian Arab Republic,SYR,95.71102699,96.15465506,96.82468188,96.71696472,96.44859037,97.04685422,97.34442937,97.35880951,97.40450231,97.73626326,97.93493477,97.87203752,97.92008101,98.03966957,98.17625649,98.24575303,98.35336113,98.4666401,98.44791916,98.16794991,98.11642759,98.68775889,98.66358482,98.16494913,98.45937933,98.71576473,98.49869618,98.9208739,99.252788,99.08168246,,,98.12460862,97.79178143,97.90155236
East Asia & Pacific (IDA & IBRD countries),TEA,64.21436914,64.54979244,65.55989775,66.82731691,67.21185533,68.0579349,69.0621258,70.05172244,70.16228716,71.32276919,70.82294871,71.5755489,73.03492028,73.64162125,75.11197114,75.83226907,75.97224779,75.78664996,76.15018793,76.50319148,76.97204609,78.07126294,80.02687867,81.71376203,82.92942352,83.85605812,84.52437505,84.36508025,84.79810468,85.63468126,86.22295973,85.78078331,85.75901448,85.57760364,76.10834298
Europe & Central Asia (IDA & IBRD countries),TEC,93.16997836,93.23252946,93.2273672,92.97035029,92.95968733,92.92992068,93.07037635,92.21663988,92.66373953,93.26899629,93.14349045,92.53043621,91.87299823,91.66273269,91.33532679,90.81706129,90.47952166,90.46900329,90.13511151,89.96115264,89.90527415,89.82742941,90.13388128,89.86812066,89.78462827,89.85256742,89.88846972,89.93664948,89.08076391,89.14323527,89.61960492,89.38185917,88.40710317,89.32874706,91.06690453
Togo,TGO,13.29656585,15.07023168,10.73650834,11.74774708,10.02059339,14.77648703,15.15559835,14.40493971,14.14800357,15.06127102,13.32723259,9.53505206,6.379327641,13.23687827,12.53977638,17.79794155,12.64141296,15.00369709,17.20828446,14.85860856,12.60388831,13.41792319,15.83807438,14.73829053,13.79788385,12.01933416,12.7893877,14.29407395,24.10151513,22.03570898,19.90908937,17.21810261,17.38589745,17.80063303,14.55576354
Thailand,THA,48.57610773,47.02899241,56.16419512,56.65143237,55.12424673,53.39234965,56.16006265,59.87147929,59.77945007,63.83794084,65.09220971,66.86594733,71.73378721,75.1366778,75.98236301,77.8356255,78.83596274,78.56600058,78.70113772,78.74346474,81.19440353,81.92836084,82.03147041,82.05719879,81.81330376,81.56143348,81.15233515,80.57079085,80.13354249,79.99305669,80.19388911,80.16213661,80.66699695,79.83902265,71.68756984
Latin America & the Caribbean (IDA & IBRD countries),TLA,73.73211124,73.53322238,71.93094454,70.73506568,70.39706382,70.69380106,70.35609659,70.82216091,70.99858408,71.27240365,71.6724994,72.34395906,72.16387439,72.70926966,72.33231945,73.06415653,73.50735841,74.25637937,74.16913344,74.57433995,74.89006728,74.33637198,73.65160385,73.73270768,73.59008989,73.59486209,72.89144696,73.14614885,72.96474897,73.22674146,73.43299714,74.08801549,74.08753462,73.16127163,72.82527504
Middle East & North Africa (IDA & IBRD countries),TMN,95.87247333,96.29024353,96.37264873,96.63502636,96.80545939,96.70949373,96.64208463,96.80960868,97.03790685,97.07518942,96.78392613,96.89043598,97.0696931,97.28381842,97.6490615,97.55305252,97.73134338,97.66899137,97.74743193,97.7477652,97.79525777,97.85988424,97.74188768,97.71515338,97.41637437,97.40923708,97.45246968,97.98065834,97.9978065,98.07114473,97.96442994,97.99512501,97.99423712,97.94704973,97.34459911
South Asia (IDA & IBRD),TSA,40.31328544,41.9225591,42.67916751,43.74822828,45.67446584,46.62266576,48.34842163,49.75859577,51.24460956,52.1472592,53.22043079,54.26389705,55.29819456,56.27345827,58.18549369,59.10565167,59.93966481,60.17093587,61.60024493,61.82295583,61.80624073,62.32808439,62.58626423,63.63679312,64.04593451,64.88514028,66.04972487,67.03846248,68.93593001,69.18918431,69.31305408,70.22646035,70.04817635,71.52352351,58.05744585
Sub-Saharan Africa (IDA & IBRD countries),TSS,41.94229473,43.21243431,42.87379306,43.17578876,42.57860257,42.42152125,43.1005504,42.84432431,41.28117453,40.65091812,41.18037467,39.42396489,40.26172866,39.14675344,39.6513645,39.41852574,39.454579,38.5511896,38.89943231,38.23631544,38.89767095,38.01463962,39.0826787,39.90807249,39.62651794,38.93769166,39.61722475,40.96648795,39.85679104,39.59751226,39.1740675,38.70217196,38.27411642,39.78936584,40.25737175
Trinidad and Tobago,TTO,99.28962584,99.28680016,99.30286749,99.38496836,99.16787668,98.88296672,98.65157919,98.93825682,98.96742808,98.90358254,99.01763244,99.1045608,99.11163552,99.02652613,99.31263045,99.40369198,99.33086834,99.42760424,99.48945887,99.78154823,99.81939342,99.63349547,99.71246787,99.72202118,99.75418531,99.8276264,99.86390029,99.86072753,99.86222469,99.92966889,99.92924194,99.92804798,99.92994946,99.91950642,99.45513429
Tunisia,TUN,84.60822793,83.94818633,85.49853869,86.1618582,85.98873746,85.52635618,85.30217432,85.9033163,85.58751435,87.02331061,86.45564171,87.67513435,86.75515322,86.88950456,86.97489785,86.91700265,86.77077281,87.32132332,87.16586711,87.11753909,87.31853169,87.07320457,86.80593229,87.04397267,86.32363633,86.58578737,86.59359205,86.69977823,85.96209387,87.68649948,88.07194404,88.26464636,88.22942854,88.8703881,86.68001449
Turkiye,TUR,71.59576614,72.17232929,73.87615828,74.38064344,76.59234288,77.98247752,78.86663214,77.03619448,79.78316108,81.76598213,81.41887116,81.37420133,81.38847423,81.61678501,82.59288875,83.23558002,83.78303176,83.63248921,84.53000919,86.24798514,86.07294035,86.07008772,87.04065847,86.70136114,88.05963778,89.00397079,90.49675228,90.56269753,89.89750931,89.12433057,89.96939746,89.41051234,88.15732151,89.5439509,83.35244504
Tanzania,TZA,8.38775588,7.850443842,7.773770182,7.546618642,7.400769023,7.609523813,7.282311981,6.934366031,6.862546864,6.903459487,6.752668158,6.102430568,6.643225124,6.566011793,8.937296356,8.29084495,7.68539637,6.592101915,5.541691497,6.05724193,6.32556028,6.922504864,6.989792393,9.173357755,10.06711978,10.43942003,9.856552098,9.799409682,9.287739044,10.61036898,12.58251877,14.90683811,14.88110912,14.38061695,8.527746537
Upper middle income,UMC,71.79658429,72.16302395,72.33761487,72.8215784,72.97948821,73.33853054,73.91469894,74.53863356,74.5599578,83.01123687,82.7708294,82.34230664,82.39450513,82.06466691,82.26854463,82.39429908,82.37234926,82.29859337,82.18645039,82.5142778,82.76898238,82.95712609,83.86242805,84.57101929,85.09671313,85.58708252,85.88344094,85.96370371,85.97291995,86.37042433,86.9963029,86.822469,86.50704787,86.50289457,81.20384485
Uruguay,URY,71.85954522,69.15497115,61.47545481,57.99725255,55.74922816,53.25373143,55.03557117,64.06564172,66.79733687,58.66997934,61.7111467,64.06373654,60.27272659,56.91651974,60.72254361,65.50947333,64.14710309,64.62242243,70.24568939,65.17284417,58.88739939,55.79019449,55.63445262,63.25076306,63.27733022,67.70578307,61.87527325,64.71136225,60.64908997,50.03140418,56.0551124,58.40715674,52.91635378,46.27030789,60.67367357
United States,USA,90.83194655,90.0431205,89.45506708,88.90104144,88.30166868,87.65663266,87.37781446,87.07723872,87.09328724,86.43783832,85.69473785,85.57482233,86.11796479,85.91212906,85.46933598,85.51006132,86.45649442,86.08659433,85.78460105,85.88083054,86.34598091,86.24908436,86.27838541,86.12431287,86.01853539,85.62647253,85.61470518,84.96822169,84.15425372,84.15058807,83.71405277,83.43717762,82.94050969,83.08904242,86.18748676
"Venezuela, RB",VEN,95.19071948,94.84110505,94.69212913,94.01309271,93.1939351,92.76388712,91.39701275,90.47104529,90.52467828,90.48743392,89.26867946,89.88168262,89.16327703,89.96488328,89.22769882,89.4540747,88.78911256,89.20859888,88.21105706,88.12157238,88.89082508,89.85294105,88.86864737,87.95176294,86.96036766,87.55630584,86.42837627,87.33395011,87.47998877,89.81249696,88.126095,89.25856921,88.37797322,,89.87163561
Vietnam,VNM,28.1979227,29.4613686,30.67859134,30.05025452,29.57039682,31.2544782,33.44224757,32.26292514,28.05897198,27.62789723,26.82560313,28.10543211,30.36653496,33.61244562,37.03708171,39.58945312,42.450669,44.66937137,44.47201564,46.27348735,47.91381219,52.27151552,53.51507155,58.26328476,60.53286039,60.72421328,62.72987523,64.56385219,66.79639429,70.32817751,68.49888991,66.97810449,69.82183655,,44.75591018
World,WLD,81.67315369,80.98839023,80.3109587,79.76756586,79.05676152,78.75818184,78.71931253,78.74699658,78.72607376,80.76166867,80.30420835,80.08244068,79.98313226,79.7929832,79.81737201,79.83418788,79.97706843,79.75976103,79.7272245,79.78384868,80.03830701,80.0570412,80.55352271,80.65153869,80.72447732,80.83571448,81.19416166,81.05485546,80.61346858,80.77812583,81.2305623,81.16535015,80.94272897,80.91140772,80.21536919
"Yemen, Rep.",YEM,95.08711521,95.72922517,95.88010745,95.98648603,96.04124359,96.26932928,96.72474002,96.86536414,96.82636435,96.92171379,97.4705837,97.68411455,97.3245358,97.43748464,97.73591321,97.78253409,97.91312374,98.04680785,98.26955808,98.37001186,98.48775256,98.39393456,98.51316611,98.59995437,98.65035831,98.70680334,98.64531297,98.68384422,98.63936666,98.32089009,98.44509359,98.24042053,98.48850274,,97.61156838
South Africa,ZAF,89.88170228,90.50629182,90.2656956,89.34912924,88.77537664,88.04374173,88.55550626,87.16735249,85.75874843,86.15600715,86.27079087,85.15415756,86.6501108,86.15283213,86.30137004,84.99355588,84.90715771,84.45705296,84.65273181,84.24342648,85.6780845,84.89834277,86.02328015,86.99483553,87.15671805,87.11379816,87.71745546,88.14866881,87.67566973,87.46124141,87.03964201,87.15523381,86.57530458,86.79143169,86.90213072
Zambia,ZMB,20.66101757,19.98453737,19.16458329,18.2648909,17.8408873,17.38205499,17.11211366,18.55960427,18.1691194,15.48989469,15.92778686,15.34888041,13.36135061,11.97584735,11.53935246,9.645147764,12.02351769,11.57938756,9.179157126,8.844863799,9.030562777,9.394503206,9.777850804,9.716384369,10.0872178,9.337160783,6.736324796,7.33559878,7.563086385,7.756579135,8.55911776,10.68849046,10.5633241,,12.68485443
Zimbabwe,ZWE,33.41997087,32.29251006,32.81944204,33.04318722,35.47537044,38.870002,44.78113935,44.2413508,43.71970561,44.80302541,47.31743108,47.34249117,45.77838931,43.72705893,43.56407322,42.06930092,40.05997364,39.7790053,41.53161734,37.02200249,37.0955744,34.41240043,29.84642334,28.16103313,30.30676864,28.54720354,27.99876891,23.67195544,23.93083087,24.8557054,28.49274324,28.86087341,29.0957594,,35.96766931
